filename,category,split,filepath
scream_1168.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1168.wav
M4_4 (9).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/M4_4 (9).wav
urban_siren_88121-8-0-1.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_88121-8-0-1.wav
aggression_real_actor_1675.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1675.wav
scream_75.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_75.wav
scream_147.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_147.wav
M249_6 (68).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/M249_6 (68).wav
MG-42_7 (3).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/MG-42_7 (3).wav
help_srs_phrase_300.wav,person_asking_help,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/person_asking_help/help_srs_phrase_300.wav
esc50_2-196688-A-8.wav,animal_sound,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/animal_sound/esc50_2-196688-A-8.wav
scream_747.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_747.wav
urban_horn_72259-1-5-3.wav,vehicle_horn,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/vehicle_horn/urban_horn_72259-1-5-3.wav
IMI Desert Eagle_2 (9).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/IMI Desert Eagle_2 (9).wav
esc50_1-58792-A-24.wav,coughing,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/coughing/esc50_1-58792-A-24.wav
esc50_3-126113-A-26.wav,laughing,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/laughing/esc50_3-126113-A-26.wav
aggression_real_actor_0336.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0336.wav
IMI Desert Eagle_2 (36).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/IMI Desert Eagle_2 (36).wav
esc50_1-63871-A-10.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/esc50_1-63871-A-10.wav
aggression_real_actor_0512.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0512.wav
aggression_real_actor_333.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_333.wav
urban_siren_117181-8-0-0.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_117181-8-0-0.wav
aggression_real_actor_0331.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0331.wav
scream_537.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_537.wav
scream_1535.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1535.wav
esc50_5-194899-C-3.wav,animal_sound,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/animal_sound/esc50_5-194899-C-3.wav
aggression_real_actor_1721.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1721.wav
urban_siren_135160-8-0-7.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_135160-8-0-7.wav
urban_horn_7389-1-0-6.wav,vehicle_horn,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/vehicle_horn/urban_horn_7389-1-0-6.wav
MP5_8 (21).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/MP5_8 (21).wav
MG-42_7 (78).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/MG-42_7 (78).wav
aug_laughing_0119.wav,laughing,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/laughing/aug_laughing_0119.wav
glass_shatter_rec_060.wav,glass_breaking,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/glass_breaking/glass_shatter_rec_060.wav
urban_siren_24347-8-0-15.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_24347-8-0-15.wav
esc50_2-84943-A-18.wav,toilet_flush,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/toilet_flush/esc50_2-84943-A-18.wav
esc50_1-51035-A-16.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/esc50_1-51035-A-16.wav
urban_siren_135160-8-0-1.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_135160-8-0-1.wav
scream_591.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_591.wav
Zastava M92_9 (52).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/Zastava M92_9 (52).wav
esc50_2-103423-A-3.wav,animal_sound,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/animal_sound/esc50_2-103423-A-3.wav
aggression_real_actor_0943.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0943.wav
help_srs_phrase_030.wav,person_asking_help,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/person_asking_help/help_srs_phrase_030.wav
aug_laughing_0003.wav,laughing,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/laughing/aug_laughing_0003.wav
AK-47_1 (24).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/AK-47_1 (24).wav
urban_horn_28808-1-0-5.wav,vehicle_horn,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/vehicle_horn/urban_horn_28808-1-0-5.wav
help_srs_phrase_195.wav,person_asking_help,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/person_asking_help/help_srs_phrase_195.wav
urban_horn_100648-1-2-0.wav,vehicle_horn,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/vehicle_horn/urban_horn_100648-1-2-0.wav
scream_969.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_969.wav
aggression_real_actor_1103.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1103.wav
aggression_real_actor_0724.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0724.wav
urban_siren_157866-8-0-14.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_157866-8-0-14.wav
urban_horn_28808-1-1-1.wav,vehicle_horn,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/vehicle_horn/urban_horn_28808-1-1-1.wav
glass_shatter_rec_244.wav,glass_breaking,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/glass_breaking/glass_shatter_rec_244.wav
scream_339.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_339.wav
scream_288.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_288.wav
urban_horn_143115-1-0-0.wav,vehicle_horn,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/vehicle_horn/urban_horn_143115-1-0-0.wav
urban_siren_159748-8-2-4.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_159748-8-2-4.wav
scream_1468.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1468.wav
aggression_real_actor_1898.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1898.wav
esc50_3-181132-A-14.wav,animal_sound,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/animal_sound/esc50_3-181132-A-14.wav
M249_6 (4).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/M249_6 (4).wav
esc50_1-81001-A-30.wav,door_wood_knock,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/door_wood_knock/esc50_1-81001-A-30.wav
MG-42_7 (91).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/MG-42_7 (91).wav
aggression_real_actor_1123.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1123.wav
glass_shatter_rec_212.wav,glass_breaking,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/glass_breaking/glass_shatter_rec_212.wav
urban_horn_161010-1-1-0.wav,vehicle_horn,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/vehicle_horn/urban_horn_161010-1-1-0.wav
scream_1508.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1508.wav
esc50_1-79220-A-17.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/esc50_1-79220-A-17.wav
esc50_3-152007-A-20.wav,crying_baby,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/crying_baby/esc50_3-152007-A-20.wav
urban_siren_34952-8-0-7.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_34952-8-0-7.wav
scream_529.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_529.wav
scream_242.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_242.wav
esc50_2-209472-A-25.wav,footsteps,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/footsteps/esc50_2-209472-A-25.wav
bg_airplane_esc50_5-215445-A-47.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/bg_airplane_esc50_5-215445-A-47.wav
urban_siren_74364-8-1-7.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_74364-8-1-7.wav
AK-47_1 (54).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/AK-47_1 (54).wav
esc50_5-177034-A-18.wav,toilet_flush,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/toilet_flush/esc50_5-177034-A-18.wav
bg_train_esc50_1-62509-A-45.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/bg_train_esc50_1-62509-A-45.wav
MG-42_7 (24).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/MG-42_7 (24).wav
MP5_8 (23).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/MP5_8 (23).wav
urban_horn_7389-1-4-6.wav,vehicle_horn,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/vehicle_horn/urban_horn_7389-1-4-6.wav
help_srs_phrase_273.wav,person_asking_help,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/person_asking_help/help_srs_phrase_273.wav
aggression_real_actor_0284.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0284.wav
aug_laughing_0005.wav,laughing,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/laughing/aug_laughing_0005.wav
glass_shatter_rec_346.wav,glass_breaking,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/glass_breaking/glass_shatter_rec_346.wav
aggression_real_actor_1038.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1038.wav
scream_133.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_133.wav
urban_horn_161010-1-2-0.wav,vehicle_horn,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/vehicle_horn/urban_horn_161010-1-2-0.wav
urban_siren_24347-8-0-61.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_24347-8-0-61.wav
scream_101.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_101.wav
aggression_real_actor_1530.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1530.wav
esc50_4-159609-B-14.wav,animal_sound,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/animal_sound/esc50_4-159609-B-14.wav
help_srs_phrase_190.wav,person_asking_help,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/person_asking_help/help_srs_phrase_190.wav
glass_shatter_rec_231.wav,glass_breaking,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/glass_breaking/glass_shatter_rec_231.wav
scream_1357.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1357.wav
scream_1161.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1161.wav
scream_1414.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1414.wav
aggression_real_actor_1829.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1829.wav
aug_61_esc50_1-69760-A-16.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/aug_61_esc50_1-69760-A-16.wav
aggression_real_actor_0969.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0969.wav
aug_6_esc50_1-115521-A-19.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/aug_6_esc50_1-115521-A-19.wav
scream_684.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_684.wav
bg_breathing_esc50_3-166125-A-23.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/bg_breathing_esc50_3-166125-A-23.wav
esc50_2-118625-A-30.wav,door_wood_knock,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/door_wood_knock/esc50_2-118625-A-30.wav
Zastava M92_9 (29).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/Zastava M92_9 (29).wav
scream_1263.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1263.wav
aggression_real_actor_383.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_383.wav
urban_siren_93567-8-0-6.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_93567-8-0-6.wav
MP5_8 (90).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/MP5_8 (90).wav
urban_horn_72567-1-2-4.wav,vehicle_horn,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/vehicle_horn/urban_horn_72567-1-2-4.wav
M4_4 (88).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/M4_4 (88).wav
aggression_real_actor_1010.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1010.wav
urban_siren_102871-8-0-6.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_102871-8-0-6.wav
aggression_real_actor_1689.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1689.wav
scream_1459.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1459.wav
MP5_8 (100).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/MP5_8 (100).wav
esc50_5-241846-A-15.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/esc50_5-241846-A-15.wav
scream_1327.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1327.wav
aggression_real_actor_0626.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0626.wav
machinery_us8k_real_223.wav,machinery_fault,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/machinery_fault/machinery_us8k_real_223.wav
help_srs_phrase_009.wav,person_asking_help,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/person_asking_help/help_srs_phrase_009.wav
scream_53.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_53.wav
esc50_3-103051-C-19.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/esc50_3-103051-C-19.wav
aug_laughing_0052.wav,laughing,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/laughing/aug_laughing_0052.wav
bg_breathing_esc50_5-232816-A-23.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/bg_breathing_esc50_5-232816-A-23.wav
aggression_real_actor_0730.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0730.wav
aggression_real_actor_1461.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1461.wav
aggression_real_actor_1025.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1025.wav
urban_siren_157868-8-0-14.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_157868-8-0-14.wav
scream_189.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_189.wav
scream_165.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_165.wav
bg_helicopter_esc50_1-172649-C-40.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/bg_helicopter_esc50_1-172649-C-40.wav
real_orig_madatkro_hindi_harassment_11_mono.wav,person_asking_help,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/person_asking_help/real_orig_madatkro_hindi_harassment_11_mono.wav
Zastava M92_9 (30).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/Zastava M92_9 (30).wav
aggression_real_actor_0608.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0608.wav
aggression_real_actor_0856.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0856.wav
help_srs_phrase_353.wav,person_asking_help,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/person_asking_help/help_srs_phrase_353.wav
machinery_us8k_real_257.wav,machinery_fault,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/machinery_fault/machinery_us8k_real_257.wav
scream_1422.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1422.wav
M16_5 (54).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/M16_5 (54).wav
scream_1208.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1208.wav
scream_1561.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1561.wav
aggression_real_actor_0361.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0361.wav
MG-42_7 (33).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/MG-42_7 (33).wav
aggression_real_actor_1070.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1070.wav
scream_871.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_871.wav
real_orig_madatkro_Hindi_harassment_06_mono.wav,person_asking_help,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/person_asking_help/real_orig_madatkro_Hindi_harassment_06_mono.wav
scream_419.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_419.wav
AK-12_3 (55).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/AK-12_3 (55).wav
esc50_4-183487-A-1.wav,animal_sound,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/animal_sound/esc50_4-183487-A-1.wav
aggression_real_actor_232.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_232.wav
aug_crying_baby_0005.wav,crying_baby,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/crying_baby/aug_crying_baby_0005.wav
scream_559.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_559.wav
glass_shatter_rec_132.wav,glass_breaking,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/glass_breaking/glass_shatter_rec_132.wav
urban_siren_42117-8-1-0.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_42117-8-1-0.wav
esc50_1-50625-A-17.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/esc50_1-50625-A-17.wav
aggression_real_actor_1420.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1420.wav
aug_crying_baby_0084.wav,crying_baby,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/crying_baby/aug_crying_baby_0084.wav
esc50_5-243773-A-44.wav,machinery_fault,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/machinery_fault/esc50_5-243773-A-44.wav
aggression_real_actor_0588.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0588.wav
glass_shatter_rec_048.wav,glass_breaking,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/glass_breaking/glass_shatter_rec_048.wav
machinery_us8k_real_209.wav,machinery_fault,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/machinery_fault/machinery_us8k_real_209.wav
scream_265.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_265.wav
aggression_real_actor_0532.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0532.wav
aggression_real_actor_1053.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_1053.wav
urban_siren_42117-8-0-8.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_42117-8-0-8.wav
urban_siren_157868-8-0-20.wav,alarm_siren,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/alarm_siren/urban_siren_157868-8-0-20.wav
scream_22.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_22.wav
M4_4 (62).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/M4_4 (62).wav
esc50_3-181278-A-22.wav,clapping,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/clapping/esc50_3-181278-A-22.wav
scream_1399.wav,panic_scream,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/panic_scream/scream_1399.wav
M16_5 (99).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/M16_5 (99).wav
aggression_real_actor_0387.wav,aggression,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/aggression/aggression_real_actor_0387.wav
M16_5 (72).wav,gunshot,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/gunshot/M16_5 (72).wav
help_srs_phrase_242.wav,person_asking_help,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/person_asking_help/help_srs_phrase_242.wav
bg_train_esc50_2-122067-A-45.wav,background_noise,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/background_noise/bg_train_esc50_2-122067-A-45.wav
help_srs_phrase_219.wav,person_asking_help,train,/content/drive/MyDrive/SonicSentinel_AI/dataset/person_asking_help/help_srs_phrase_219.wav
